,title,author,pub_date,genre,book_summary
14172,The Indigo King,James A. Owen,2008-10-01,Fantasy,"The Indigo King James A. Owen Fantasy  After John (J.R.R. Tolkien), Jack (C.S. Lewis), and Charles (Charles Williams) return from their last adventure in the Archipelago, they spend five years in the Summer Country, our world. The Caretakers form a group at Oxford, including two close friends, Hugo Dyson and Owen Barfield. Hugo has become so close a friend that John and Jack consider making him an apprentice Caretaker of the Imaginarium Geographica and the Archipelago. Soon after they show Hugo the Geographica, he shows them a book"
14173,The Shadow Dragons,James A. Owen,2009-10-01,Fantasy,"The Shadow Dragons James A. Owen Fantasy  In 1942, John (J.R.R. Tolkien), Jack (C.S. Lewis), and Charles (Charles Williams) return to the Archipelago of Dreams as the last stones of the Keep of Time fall, dangerously approaching the Cartographer (Merlin)'s study as well as the ever-out-of-reach ""future"" door. As the second World War rages in the Summer Country, the Imperial Cartological Society - led by writer/explorer Sir Richard Burton - rebuilds it at the request of the Archipelago's terrible foe, the shadow of the Winter King, who"
15580,The Dragon's Apprentice,James A. Owen,2010-10-01,Fantasy,"The Dragon's Apprentice James A. Owen Fantasy  The novel opens in 1943, seven years after the end of the previous book, The Shadow Dragons. It has been seven years since either of the three Caretakers has been in the Archipelago of Dreams and the Summer Country is embroiled in World War II. The Caretakers return and are faced with an issue: the Keep of Time has finally disintegrated and as a result, time has unravelled. Rose has a strange visitor in the night instructing her to find Samaranth's apprentice, ask the dragon a riddle and save"
2897,A Death in the Family,James Agee,1956-01-01,Autobiographical novel,"A Death in the Family James Agee Autobiographical novel  The novel is based on the events that occurred to Agee in 1915 when his father went out of town to see his own father, who had had a heart attack. During the return trip, Agee's father was killed in a car accident. The novel provides a portrait of life in Knoxville, Tennessee, showing how such a loss affects the young widow, her two children, her atheist father and the dead man's alcoholic brother."
8822,Vigilant,James Alan Gardner,1999-01-01,Science Fiction,"Vigilant James Alan Gardner Science Fiction  Faye Smallwood is an inhabitant of a colony planet named Demoth. The vast majority of the inhabitants of Demoth belong to a race or species called the Oolom; they are a genetically-engineered offshoot of the Divians, an alien species that features in several novels in the series. The Oolom were engineered to function like the flying squirrels of Earth: with lightweight bodies and long flaps of skin descending from their arms, they can glide through the air and rise on warm thermal currents."
9304,Radiant,James Alan Gardner,2004-01-01,Science Fiction,"Radiant James Alan Gardner Science Fiction  At the start of the story, Youn Suu is a rookie Explorer on her first assignment in interstellar space. Like most Explorers, she suffers from a significant physical deformity&mdash;in her case, a facial blemish that has been left untreated to ""qualify"" her for the Explorer Corps. Her first assignment, with her partner Tut, is to investigate a sudden infestation of the Balrog in a domed city on the home world of the Cashlings. While there, she is herself infested by the red moss. At the same"
5541,Expendable,James Alan Gardner,1997-01-01,Science Fiction,"Expendable James Alan Gardner Science Fiction  The year is 2452. Festina Ramos is an Explorer, assigned to the Technocracy Fleet ship Jacaranda. Her specific physical ""qualification"" for her job is a large port-wine birthmark on her right cheek. She and her fellow Explorer and partner Yarrun Derigha (who is missing half his jaw) are the two Explorers assigned to the ship; they lead the isolated existence typical of Explorers, isolated from the healthy and attractive members of the fleet as from the ""beautiful people"" of the larger society."
8725,Trapped,James Alan Gardner,2002-01-01,Science Fiction,"Trapped James Alan Gardner Science Fiction  The novel opens with five friends out for a night of drinking and occasional brawling. All five are teachers at a less-than-first-rate boarding school called Feliss Academy, situated in the town of Simka in Feliss Province (a future version of Simcoe, Ontario, the author's home town, and not far from the author's Waterloo current home). Future versions of other real locations, such as Niagara Falls, Port Dover, and the Port Dover mausoleum appear in the novel. The five, frustrated and bored"
8552,Hunted,James Alan Gardner,2000-01-01,Science Fiction,"Hunted James Alan Gardner Science Fiction  At the opening of the story, Explorer Edward York (son of one of the High Council's most ruthless Admirals) is freshly arrived on board an Outward Fleet spaceship, the Willow, which is leaving the Troyen solar system where he has been stationed for the past twenty years. The atmosphere aboard ship is febrile; the shy and retiring York is roped into attending a party, a masquerade-cum-orgy, by a woman in an Admiral's uniform with a large port-wine birthmark on her cheek. (Readers of the"
8421,Ascending,James Alan Gardner,2001-01-01,Science Fiction,"Ascending James Alan Gardner Science Fiction  The novel opens with ""A Word About Oar"", a brief recap of the earlier story. At the end of Expendable, Festina left the apparently deceased Oar lying in one of the Towers of Ancestors on her planet, where her people absorb high-energy radiations that sustain their lives. At the start of Ascending, Oar regains consciousness in the tower where Festina left her, to find that she is being accosted by a diminutive and odd-looking orange being. This is Uclodda Unorr, a professional smuggler who has"
7176,The Amen Corner,James Baldwin,1954-01-01,Play,"The Amen Corner James Baldwin Play  The play addresses themes of the role of a church in an African-American family and the effect of a poverty born of racial prejudice on an African-American community. The Amen Corner takes place in two settings: a ‘‘corner’’ church in Harlem and the apartment dwelling of Margaret Alexander, the church pastor, and of her son, David, and sister Odessa. After giving a fiery Sunday morning sermon, Margaret is confronted by the unexpected arrival of her long estranged husband, Luke, who collapses"
11231,Tell Me How Long the Train's Been Gone,James Baldwin,1968-01-01,Novel,"Tell Me How Long the Train's Been Gone James Baldwin Novel  Leo Proudhammer, an African American actor who grew up in Harlem and later moved into Greenwich Village, has a heart attack while on stage. This event creates the present tense setting for the novel, which is mostly narrated in retrospect, explaining each relationship with a story from the actor's life. Barbara, a white woman, and Leo, a black man, are artistic partners for life&mdash;sometimes sexual partners, sometimes not. Jerry, their white friend, was Barbara's partner for a while, before"
11230,Just Above My Head,James Baldwin,1979-01-01,Fiction,"Just Above My Head James Baldwin Fiction  The novel tells the life story of a group of friends, from preaching in Harlem, through to experiencing 'incest, war, poverty, the civil-rights struggle, as well as wealth and love and fame—in Korea, Africa, Birmingham, New York, Paris.'"
6279,If Beale Street Could Talk,James Baldwin,1974-06-17,Fiction,"If Beale Street Could Talk James Baldwin Fiction  This book is about a 19 year old girl named Tish, whose real name is Clementine. She is in love with a 22 year old sculptor named Fonny, whose real name is Alonzo. They become engaged and she becomes impregnated. However, he is falsely accused of raping a Puerto Rican woman, Victoria Rogers. He was set up by a racist police man (Officer Bell) and he soon goes to jail. This unfortunately halts their engagement. Ms.Rogers left the United States to go back to Puerto Rico and Tish's mother Sharon"
